,1.28 Trial 1,1.28 Trial 2,1.28 Trial 3,1.28-Triton Trial 1,1.28-Triton Trial 2,1.28-Triton Trial 3
Time,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
197,251.621333,262.230333,255.444,11.140333,45.710333,29.323333
198,251.342,262.131,255.575,11.076666,45.338666,29.148333
199,251.130333,261.918,255.281333,11.013666,44.993333,29.017666
200,251.143,261.579,254.725333,10.969,44.722666,28.874
201,251.25,261.473666,254.325333,10.924333,44.474333,28.743666
202,251.186666,261.473333,254.224,10.855,44.213333,28.61
203,250.950333,261.406333,254.212666,10.749,43.932,28.455333
204,250.750333,261.205,254.049333,10.652,43.647,28.278666
205,250.691666,260.823333,253.849,10.616,43.386333,28.113333
206,250.692666,260.548666,253.792666,10.600333,43.130666,27.992
207,250.62,260.457666,253.770666,10.555666,42.846333,27.864666
208,250.376333,260.286333,253.758666,10.463,42.530666,27.739666
209,250.038,260.069666,253.534666,10.332666,42.205666,27.611
210,249.804,259.713666,253.366666,10.237,41.883333,27.531666
211,249.840666,259.710333,253.038,10.165333,41.579,27.418
212,249.829,259.559333,252.863666,10.138666,41.374,27.301333
213,249.558666,259.318666,252.717,10.088,41.091333,27.173
214,249.238666,259.035666,252.697333,10.007,40.871666,27.056666
215,248.969666,259.014666,252.575666,9.960333,40.511333,26.95
216,248.936333,258.981666,252.380333,9.929333,40.222666,26.821666
217,248.830333,258.871666,252.405666,9.935999,39.957666,26.678333
218,248.787666,258.706666,252.071333,9.901666,39.647,26.578666
219,248.88,258.329333,251.879666,9.877666,39.412666,26.488
220,248.888666,257.98,251.551,9.855,39.064666,26.37
221,248.732,257.609,251.615666,9.819666,38.848333,26.211666
222,248.488333,257.439333,251.385666,9.791,38.59,26.102
223,248.401666,257.158666,251.11,9.755666,38.427333,25.992
224,248.402333,256.965666,250.932333,9.755999,38.270666,25.873
225,248.172666,256.933,250.887333,9.732333,38.123333,25.703666
226,247.957,256.936,250.944666,9.701333,37.908333,25.566333
227,247.734666,256.831666,250.886333,9.640666,37.647333,25.405666
228,247.658,256.653666,250.868,9.583333,37.450333,25.242333
229,247.614333,256.528666,250.659333,9.558,37.217333,25.112
230,247.608666,256.464666,250.412333,9.552,36.963666,25.029
231,247.491666,256.291333,250.144666,9.542999,36.676333,24.933666
232,247.283333,256.126333,249.91,9.501999,36.419333,24.804666
233,247.211,255.934333,249.73,9.456333,36.172,24.677
234,247.209333,255.78,249.572,9.428999,35.921333,24.59
235,247.158333,255.662,249.458333,9.407333,35.666333,24.509
